cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
207,TN,,,18-Apr,5-May,21-May,1-Jun,17-Jun,24-Jun,1-Jul,13-Jul,,,,,,,,
207,TX,,,16-Apr,3-May,16-May,26-May,8-Jun,20-Jun,8-Jul,15-Jul,,,,,,,,
207,UT,,,11-Apr,21-Apr,7-May,16-May,3-Jun,13-Jun,3-Jul,14-Jul,,,,,,,,
207,VT,,,12-Apr,30-Apr,11-May,19-May,1-Jun,10-Jun,25-Jun,13-Jul,,,,,,,,
207,VA,,,9-Apr,23-Apr,11-May,29-May,13-Jun,22-Jun,9-Jul,23-Jul,,,,,,,,
207,WA,,,10-Apr,24-Apr,4-May,19-May,2-Jun,17-Jun,5-Jul,13-Jul,,,,,,,,
207,WV,,,13-Apr,22-Apr,2-May,16-May,26-May,3-Jun,12-Jun,19-Jun,,,,,,,,
207,WI,,,13-Apr,22-Apr,11-May,26-May,8-Jun,19-Jun,29-Jun,10-Jul,,,,,,,,
207,WY,,,17-Apr,30-Apr,7-May,20-May,9-Jun,18-Jun,8-Jul,15-Jul,,,,,,,,
208,AL,,,10-Apr,19-Apr,30-Apr,20-May,31-May,10-Jun,25-Jun,13-Jul,,,,,,,,
208,AZ,,,8-Apr,19-Apr,29-Apr,10-May,21-May,2-Jun,20-Jun,1-Jul,,,,,,,,
208,AR,,,21-Apr,1-May,20-May,4-Jun,21-Jun,8-Jul,26-Jul,12-Aug,,,,,,,,
208,CA,,,16-Apr,29-Apr,11-May,24-May,12-Jun,21-Jun,6-Jul,22-Jul,,,,,,,,
208,CO,,,14-Apr,4-May,19-May,29-May,8-Jun,25-Jun,4-Jul,12-Jul,,,,,,,,
208,CT,,,21-Apr,9-May,27-May,11-Jun,1-Jul,18-Jul,29-Jul,17-Aug,,,,,,,,
208,DE,,,18-Apr,4-May,18-May,1-Jun,17-Jun,29-Jun,7-Jul,21-Jul,,,,,,,,
208,FL,,,13-Apr,21-Apr,28-Apr,6-May,13-May,20-May,4-Jun,11-Jun,,,,,,,,
208,GA,,,15-Apr,30-Apr,17-May,28-May,11-Jun,27-Jun,14-Jul,22-Jul,,,,,,,,
208,ID,,,8-Apr,20-Apr,4-May,11-May,23-May,10-Jun,26-Jun,13-Jul,,,,,,,,
208,IL,,,19-Apr,2-May,11-May,31-May,8-Jun,20-Jun,28-Jun,10-Jul,,,,,,,,
208,IN,,,19-Apr,1-May,13-May,24-May,2-Jun,12-Jun,26-Jun,12-Jul,,,,,,,,
208,IA,,,21-Apr,30-Apr,8-May,27-May,7-Jun,19-Jun,28-Jun,8-Jul,,,,,,,,
208,KS,,,16-Apr,25-Apr,3-May,20-May,30-May,11-Jun,23-Jun,13-Jul,,,,,,,,
208,KY,,,20-Apr,6-May,22-May,3-Jun,22-Jun,8-Jul,19-Jul,29-Jul,,,,,,,,
208,LA,,,14-Apr,3-May,13-May,27-May,9-Jun,26-Jun,11-Jul,19-Jul,,,,,,,,
208,ME,,,10-Apr,18-Apr,6-May,17-May,1-Jun,21-Jun,3-Jul,10-Jul,,,,,,,,
208,MD,,,19-Apr,7-May,21-May,10-Jun,22-Jun,4-Jul,18-Jul,29-Jul,,,,,,,,
208,MA,,,21-Apr,3-May,17-May,26-May,13-Jun,26-Jun,11-Jul,24-Jul,,,,,,,,
208,MI,,,14-Apr,27-Apr,5-May,13-May,29-May,11-Jun,18-Jun,26-Jun,,,,,,,,
208,MN,,,17-Apr,24-Apr,4-May,14-May,22-May,7-Jun,24-Jun,5-Jul,,,,,,,,
208,MS,,,21-Apr,4-May,18-May,28-May,4-Jun,22-Jun,8-Jul,20-Jul,,,,,,,,
208,MO,,,18-Apr,30-Apr,11-May,19-May,6-Jun,25-Jun,7-Jul,14-Jul,,,,,,,,
208,MT,,,21-Apr,6-May,17-May,28-May,12-Jun,2-Jul,21-Jul,28-Jul,,,,,,,,
208,NE,,,21-Apr,2-May,12-May,28-May,11-Jun,25-Jun,8-Jul,17-Jul,,,,,,,,
208,NV,,,8-Apr,23-Apr,5-May,12-May,28-May,12-Jun,20-Jun,2-Jul,,,,,,,,
208,NH,,,20-Apr,3-May,13-May,28-May,6-Jun,23-Jun,13-Jul,30-Jul,,,,,,,,
208,NJ,,,8-Apr,18-Apr,8-May,15-May,29-May,15-Jun,23-Jun,12-Jul,,,,,,,,
208,NM,,,19-Apr,7-May,20-May,4-Jun,21-Jun,10-Jul,25-Jul,11-Aug,,,,,,,,
208,NY,,,9-Apr,16-Apr,27-Apr,5-May,20-May,5-Jun,16-Jun,30-Jun,,,,,,,,
208,NC,,,20-Apr,7-May,15-May,31-May,10-Jun,26-Jun,14-Jul,31-Jul,,,,,,,,
208,ND,,,20-Apr,27-Apr,8-May,17-May,27-May,14-Jun,2-Jul,13-Jul,,,,,,,,
208,OH,,,21-Apr,4-May,24-May,13-Jun,24-Jun,12-Jul,29-Jul,17-Aug,,,,,,,,
208,OK,,,21-Apr,5-May,20-May,2-Jun,12-Jun,22-Jun,30-Jun,11-Jul,,,,,,,,
208,OR,,,15-Apr,2-May,16-May,5-Jun,25-Jun,15-Jul,25-Jul,4-Aug,,,,,,,,
208,PA,,,16-Apr,29-Apr,15-May,25-May,11-Jun,18-Jun,7-Jul,16-Jul,,,,,,,,
208,RI,,,18-Apr,29-Apr,12-May,24-May,7-Jun,21-Jun,8-Jul,20-Jul,,,,,,,,
208,SC,,,12-Apr,22-Apr,30-Apr,12-May,23-May,3-Jun,12-Jun,29-Jun,,,,,,,,
208,SD,,,16-Apr,24-Apr,10-May,20-May,8-Jun,16-Jun,23-Jun,12-Jul,,,,,,,,
208,TN,,,16-Apr,30-Apr,9-May,24-May,9-Jun,29-Jun,17-Jul,24-Jul,,,,,,,,
208,TX,,,19-Apr,6-May,20-May,30-May,18-Jun,7-Jul,23-Jul,31-Jul,,,,,,,,
208,UT,,,16-Apr,4-May,17-May,4-Jun,23-Jun,6-Jul,20-Jul,28-Jul,,,,,,,,
208,VT,,,16-Apr,5-May,21-May,4-Jun,11-Jun,26-Jun,3-Jul,23-Jul,,,,,,,,
208,VA,,,18-Apr,5-May,23-May,10-Jun,26-Jun,10-Jul,22-Jul,8-Aug,,,,,,,,
208,WA,,,10-Apr,18-Apr,7-May,25-May,13-Jun,27-Jun,16-Jul,30-Jul,,,,,,,,
208,WV,,,10-Apr,18-Apr,26-Apr,3-May,10-May,24-May,13-Jun,20-Jun,,,,,,,,
208,WI,,,19-Apr,3-May,13-May,29-May,9-Jun,29-Jun,13-Jul,28-Jul,,,,,,,,
208,WY,,,16-Apr,27-Apr,8-May,27-May,3-Jun,13-Jun,2-Jul,10-Jul,,,,,,,,
209,AL,,,10-Apr,25-Apr,5-May,23-May,3-Jun,17-Jun,4-Jul,21-Jul,,,,,,,,
209,AZ,,,13-Apr,24-Apr,5-May,17-May,2-Jun,16-Jun,2-Jul,21-Jul,,,,,,,,
209,AR,,,20-Apr,7-May,26-May,9-Jun,25-Jun,2-Jul,9-Jul,19-Jul,,,,,,,,
209,CA,,,21-Apr,2-May,18-May,2-Jun,11-Jun,20-Jun,30-Jun,20-Jul,,,,,,,,
209,CO,,,19-Apr,7-May,22-May,30-May,11-Jun,22-Jun,4-Jul,23-Jul,,,,,,,,
209,CT,,,11-Apr,26-Apr,12-May,29-May,10-Jun,30-Jun,10-Jul,30-Jul,,,,,,,,
209,DE,,,13-Apr,27-Apr,12-May,27-May,13-Jun,22-Jun,12-Jul,25-Jul,,,,,,,,
209,FL,,,10-Apr,30-Apr,12-May,30-May,10-Jun,30-Jun,20-Jul,2-Aug,,,,,,,,
209,GA,,,12-Apr,27-Apr,11-May,30-May,15-Jun,26-Jun,6-Jul,15-Jul,,,,,,,,
209,ID,,,16-Apr,28-Apr,14-May,27-May,4-Jun,12-Jun,1-Jul,20-Jul,,,,,,,,
209,IL,,,13-Apr,28-Apr,8-May,18-May,7-Jun,18-Jun,3-Jul,17-Jul,,,,,,,,
209,IN,,,13-Apr,29-Apr,8-May,21-May,4-Jun,24-Jun,6-Jul,16-Jul,,,,,,,,
209,IA,,,14-Apr,29-Apr,6-May,22-May,6-Jun,24-Jun,12-Jul,19-Jul,,,,,,,,
209,KS,,,9-Apr,29-Apr,17-May,27-May,6-Jun,15-Jun,3-Jul,11-Jul,,,,,,,,
209,KY,,,14-Apr,29-Apr,10-May,19-May,5-Jun,23-Jun,6-Jul,23-Jul,,,,,,,,
209,LA,,,21-Apr,1-May,18-May,7-Jun,23-Jun,11-Jul,21-Jul,4-Aug,,,,,,,,
209,ME,,,17-Apr,7-May,18-May,28-May,9-Jun,16-Jun,25-Jun,13-Jul,,,,,,,,
209,MD,,,8-Apr,28-Apr,8-May,23-May,6-Jun,19-Jun,6-Jul,20-Jul,,,,,,,,
209,MA,,,10-Apr,19-Apr,8-May,26-May,11-Jun,26-Jun,10-Jul,29-Jul,,,,,,,,
209,MI,,,12-Apr,30-Apr,12-May,21-May,3-Jun,12-Jun,28-Jun,9-Jul,,,,,,,,
209,MN,,,18-Apr,27-Apr,15-May,24-May,9-Jun,23-Jun,4-Jul,22-Jul,,,,,,,,
209,MS,,,8-Apr,27-Apr,7-May,16-May,26-May,15-Jun,4-Jul,12-Jul,,,,,,,,
209,MO,,,14-Apr,29-Apr,14-May,23-May,1-Jun,10-Jun,18-Jun,27-Jun,,,,,,,,
209,MT,,,9-Apr,28-Apr,14-May,3-Jun,14-Jun,3-Jul,11-Jul,20-Jul,,,,,,,,
209,NE,,,12-Apr,27-Apr,7-May,16-May,3-Jun,23-Jun,11-Jul,18-Jul,,,,,,,,
209,NV,,,16-Apr,24-Apr,14-May,27-May,14-Jun,1-Jul,11-Jul,27-Jul,,,,,,,,
209,NH,,,9-Apr,24-Apr,2-May,20-May,31-May,7-Jun,17-Jun,30-Jun,,,,,,,,
209,NJ,,,18-Apr,4-May,23-May,2-Jun,10-Jun,22-Jun,5-Jul,18-Jul,,,,,,,,
209,NM,,,20-Apr,2-May,12-May,22-May,29-May,12-Jun,28-Jun,5-Jul,,,,,,,,
209,NY,,,18-Apr,6-May,22-May,3-Jun,21-Jun,30-Jun,17-Jul,3-Aug,,,,,,,,
209,NC,,,10-Apr,25-Apr,7-May,21-May,4-Jun,23-Jun,9-Jul,18-Jul,,,,,,,,
209,ND,,,9-Apr,22-Apr,30-Apr,17-May,5-Jun,23-Jun,11-Jul,23-Jul,,,,,,,,
209,OH,,,13-Apr,20-Apr,29-Apr,19-May,5-Jun,24-Jun,4-Jul,23-Jul,,,,,,,,
209,OK,,,12-Apr,2-May,11-May,21-May,4-Jun,15-Jun,30-Jun,14-Jul,,,,,,,,
209,OR,,,11-Apr,1-May,20-May,7-Jun,24-Jun,12-Jul,29-Jul,7-Aug,,,,,,,,
209,PA,,,18-Apr,6-May,17-May,1-Jun,9-Jun,21-Jun,6-Jul,21-Jul,,,,,,,,
209,RI,,,11-Apr,19-Apr,3-May,15-May,28-May,13-Jun,3-Jul,20-Jul,,,,,,,,
209,SC,,,20-Apr,30-Apr,10-May,29-May,18-Jun,26-Jun,8-Jul,26-Jul,,,,,,,,
209,SD,,,9-Apr,27-Apr,12-May,24-May,4-Jun,15-Jun,24-Jun,14-Jul,,,,,,,,
209,TN,,,21-Apr,8-May,26-May,7-Jun,24-Jun,2-Jul,12-Jul,20-Jul,,,,,,,,
209,TX,,,15-Apr,3-May,19-May,30-May,11-Jun,23-Jun,30-Jun,9-Jul,,,,,,,,
209,UT,,,10-Apr,21-Apr,30-Apr,17-May,24-May,7-Jun,22-Jun,7-Jul,,,,,,,,
209,VT,,,14-Apr,27-Apr,9-May,16-May,1-Jun,14-Jun,22-Jun,7-Jul,,,,,,,,
209,VA,,,19-Apr,5-May,18-May,7-Jun,20-Jun,27-Jun,5-Jul,16-Jul,,,,,,,,
209,WA,,,15-Apr,1-May,17-May,1-Jun,10-Jun,18-Jun,3-Jul,22-Jul,,,,,,,,
209,WV,,,14-Apr,30-Apr,14-May,22-May,31-May,9-Jun,29-Jun,14-Jul,,,,,,,,
209,WI,,,14-Apr,23-Apr,10-May,26-May,15-Jun,1-Jul,18-Jul,28-Jul,,,,,,,,
209,WY,,,8-Apr,18-Apr,4-May,12-May,1-Jun,9-Jun,18-Jun,25-Jun,,,,,,,,
210,AL,,,13-Apr,25-Apr,9-May,24-May,11-Jun,23-Jun,13-Jul,31-Jul,,,,,,,,
210,AZ,,,12-Apr,26-Apr,11-May,20-May,4-Jun,14-Jun,2-Jul,20-Jul,,,,,,,,
210,AR,,,12-Apr,25-Apr,5-May,24-May,3-Jun,11-Jun,20-Jun,30-Jun,,,,,,,,
210,CA,,,8-Apr,25-Apr,12-May,21-May,29-May,14-Jun,23-Jun,4-Jul,,,,,,,,
210,CO,,,10-Apr,28-Apr,6-May,25-May,14-Jun,22-Jun,1-Jul,11-Jul,,,,,,,,
210,CT,,,19-Apr,9-May,16-May,30-May,15-Jun,22-Jun,10-Jul,19-Jul,,,,,,,,
210,DE,,,15-Apr,30-Apr,16-May,30-May,16-Jun,6-Jul,23-Jul,30-Jul,,,,,,,,
210,FL,,,15-Apr,23-Apr,11-May,23-May,3-Jun,15-Jun,25-Jun,6-Jul,,,,,,,,
210,GA,,,16-Apr,2-May,18-May,3-Jun,22-Jun,7-Jul,25-Jul,12-Aug,,,,,,,,
210,ID,,,15-Apr,3-May,21-May,3-Jun,21-Jun,30-Jun,12-Jul,21-Jul,,,,,,,,
210,IL,,,11-Apr,22-Apr,8-May,27-May,12-Jun,23-Jun,8-Jul,15-Jul,,,,,,,,
210,IN,,,11-Apr,22-Apr,12-May,29-May,9-Jun,29-Jun,9-Jul,19-Jul,,,,,,,,
210,IA,,,20-Apr,28-Apr,10-May,25-May,7-Jun,27-Jun,7-Jul,15-Jul,,,,,,,,
210,KS,,,18-Apr,27-Apr,6-May,15-May,23-May,4-Jun,23-Jun,11-Jul,,,,,,,,
210,KY,,,10-Apr,23-Apr,6-May,22-May,9-Jun,17-Jun,24-Jun,12-Jul,,,,,,,,
210,LA,,,19-Apr,2-May,14-May,3-Jun,10-Jun,30-Jun,17-Jul,3-Aug,,,,,,,,
210,ME,,,18-Apr,3-May,14-May,30-May,8-Jun,16-Jun,5-Jul,20-Jul,,,,,,,,
210,MD,,,18-Apr,5-May,13-May,24-May,12-Jun,20-Jun,4-Jul,15-Jul,,,,,,,,
210,MA,,,20-Apr,8-May,25-May,2-Jun,16-Jun,4-Jul,17-Jul,26-Jul,,,,,,,,
210,MI,,,19-Apr,5-May,25-May,14-Jun,22-Jun,3-Jul,18-Jul,28-Jul,,,,,,,,
210,MN,,,19-Apr,29-Apr,7-May,27-May,7-Jun,15-Jun,23-Jun,8-Jul,,,,,,,,
210,MS,,,8-Apr,20-Apr,7-May,15-May,26-May,10-Jun,20-Jun,29-Jun,,,,,,,,
210,MO,,,10-Apr,19-Apr,6-May,18-May,4-Jun,11-Jun,19-Jun,27-Jun,,,,,,,,
210,MT,,,19-Apr,3-May,16-May,3-Jun,13-Jun,3-Jul,17-Jul,30-Jul,,,,,,,,
210,NE,,,16-Apr,29-Apr,6-May,20-May,8-Jun,19-Jun,29-Jun,6-Jul,,,,,,,,
210,NV,,,20-Apr,4-May,18-May,4-Jun,19-Jun,5-Jul,13-Jul,20-Jul,,,,,,,,
210,NH,,,8-Apr,15-Apr,22-Apr,1-May,10-May,26-May,4-Jun,14-Jun,,,,,,,,
210,NJ,,,10-Apr,22-Apr,2-May,15-May,28-May,16-Jun,2-Jul,16-Jul,,,,,,,,
210,NM,,,15-Apr,2-May,17-May,30-May,9-Jun,27-Jun,17-Jul,5-Aug,,,,,,,,
210,NY,,,21-Apr,4-May,18-May,6-Jun,20-Jun,10-Jul,18-Jul,31-Jul,,,,,,,,
210,NC,,,11-Apr,19-Apr,5-May,23-May,10-Jun,27-Jun,17-Jul,1-Aug,,,,,,,,
210,ND,,,12-Apr,29-Apr,16-May,25-May,2-Jun,18-Jun,30-Jun,12-Jul,,,,,,,,
210,OH,,,16-Apr,30-Apr,12-May,29-May,12-Jun,29-Jun,11-Jul,22-Jul,,,,,,,,
210,OK,,,17-Apr,2-May,11-May,27-May,6-Jun,13-Jun,26-Jun,7-Jul,,,,,,,,
210,OR,,,11-Apr,24-Apr,6-May,24-May,13-Jun,23-Jun,11-Jul,31-Jul,,,,,,,,
210,PA,,,18-Apr,8-May,20-May,3-Jun,22-Jun,8-Jul,18-Jul,3-Aug,,,,,,,,
210,RI,,,17-Apr,6-May,25-May,1-Jun,10-Jun,30-Jun,13-Jul,26-Jul,,,,,,,,
210,SC,,,20-Apr,4-May,23-May,10-Jun,28-Jun,8-Jul,15-Jul,30-Jul,,,,,,,,
210,SD,,,21-Apr,7-May,14-May,2-Jun,19-Jun,30-Jun,20-Jul,2-Aug,,,,,,,,
210,TN,,,19-Apr,5-May,18-May,27-May,4-Jun,24-Jun,4-Jul,23-Jul,,,,,,,,
210,TX,,,17-Apr,4-May,12-May,28-May,10-Jun,18-Jun,8-Jul,15-Jul,,,,,,,,
210,UT,,,11-Apr,26-Apr,8-May,20-May,29-May,12-Jun,26-Jun,7-Jul,,,,,,,,
210,VT,,,21-Apr,6-May,15-May,2-Jun,12-Jun,2-Jul,13-Jul,28-Jul,,,,,,,,
210,VA,,,17-Apr,27-Apr,12-May,19-May,1-Jun,16-Jun,27-Jun,15-Jul,,,,,,,,
210,WA,,,14-Apr,21-Apr,29-Apr,19-May,5-Jun,22-Jun,10-Jul,26-Jul,,,,,,,,
210,WV,,,14-Apr,21-Apr,28-Apr,16-May,29-May,17-Jun,1-Jul,21-Jul,,,,,,,,
210,WI,,,13-Apr,28-Apr,11-May,28-May,11-Jun,29-Jun,11-Jul,30-Jul,,,,,,,,
210,WY,,,17-Apr,30-Apr,9-May,29-May,10-Jun,24-Jun,7-Jul,20-Jul,,,,,,,,
211,AL,,,9-Apr,25-Apr,3-May,17-May,26-May,2-Jun,9-Jun,29-Jun,,,,,,,,
211,AZ,,,19-Apr,26-Apr,5-May,22-May,11-Jun,26-Jun,9-Jul,25-Jul,,,,,,,,
211,AR,,,12-Apr,22-Apr,30-Apr,9-May,24-May,5-Jun,19-Jun,3-Jul,,,,,,,,
211,CA,,,14-Apr,4-May,17-May,31-May,19-Jun,1-Jul,21-Jul,30-Jul,,,,,,,,
211,CO,,,8-Apr,18-Apr,5-May,13-May,29-May,16-Jun,4-Jul,15-Jul,,,,,,,,
211,CT,,,9-Apr,24-Apr,4-May,11-May,22-May,6-Jun,22-Jun,8-Jul,,,,,,,,
211,DE,,,10-Apr,19-Apr,4-May,13-May,22-May,6-Jun,13-Jun,22-Jun,,,,,,,,
211,FL,,,14-Apr,28-Apr,6-May,14-May,29-May,15-Jun,24-Jun,6-Jul,,,,,,,,
211,GA,,,19-Apr,3-May,12-May,25-May,5-Jun,22-Jun,4-Jul,18-Jul,,,,,,,,
211,ID,,,13-Apr,26-Apr,10-May,25-May,5-Jun,12-Jun,26-Jun,10-Jul,,,,,,,,
211,IL,,,19-Apr,7-May,20-May,8-Jun,16-Jun,30-Jun,15-Jul,3-Aug,,,,,,,,
211,IN,,,8-Apr,24-Apr,8-May,23-May,9-Jun,16-Jun,2-Jul,18-Jul,,,,,,,,
211,IA,,,20-Apr,9-May,28-May,17-Jun,29-Jun,15-Jul,30-Jul,8-Aug,,,,,,,,
211,KS,,,18-Apr,7-May,22-May,29-May,6-Jun,25-Jun,3-Jul,19-Jul,,,,,,,,
211,KY,,,20-Apr,10-May,22-May,8-Jun,23-Jun,12-Jul,25-Jul,9-Aug,,,,,,,,
211,LA,,,8-Apr,20-Apr,27-Apr,6-May,25-May,5-Jun,18-Jun,4-Jul,,,,,,,,
211,ME,,,14-Apr,1-May,21-May,6-Jun,25-Jun,6-Jul,16-Jul,2-Aug,,,,,,,,
211,MD,,,16-Apr,24-Apr,13-May,23-May,7-Jun,22-Jun,9-Jul,16-Jul,,,,,,,,
211,MA,,,9-Apr,22-Apr,11-May,25-May,5-Jun,15-Jun,24-Jun,1-Jul,,,,,,,,
211,MI,,,21-Apr,9-May,24-May,12-Jun,21-Jun,11-Jul,26-Jul,11-Aug,,,,,,,,
211,MN,,,18-Apr,30-Apr,15-May,31-May,14-Jun,3-Jul,19-Jul,1-Aug,,,,,,,,
211,MS,,,14-Apr,30-Apr,9-May,18-May,1-Jun,20-Jun,27-Jun,16-Jul,,,,,,,,
211,MO,,,13-Apr,28-Apr,11-May,24-May,31-May,19-Jun,1-Jul,21-Jul,,,,,,,,
211,MT,,,10-Apr,20-Apr,2-May,22-May,11-Jun,23-Jun,13-Jul,22-Jul,,,,,,,,
211,NE,,,9-Apr,18-Apr,3-May,13-May,28-May,10-Jun,18-Jun,4-Jul,,,,,,,,
211,NV,,,21-Apr,1-May,12-May,29-May,16-Jun,29-Jun,17-Jul,29-Jul,,,,,,,,
211,NH,,,16-Apr,24-Apr,10-May,23-May,9-Jun,26-Jun,5-Jul,17-Jul,,,,,,,,
211,NJ,,,9-Apr,21-Apr,29-Apr,13-May,31-May,12-Jun,25-Jun,11-Jul,,,,,,,,
211,NM,,,18-Apr,1-May,14-May,3-Jun,13-Jun,24-Jun,13-Jul,20-Jul,,,,,,,,
211,NY,,,10-Apr,22-Apr,30-Apr,14-May,25-May,11-Jun,26-Jun,8-Jul,,,,,,,,
211,NC,,,11-Apr,19-Apr,26-Apr,5-May,14-May,23-May,9-Jun,20-Jun,,,,,,,,
211,ND,,,20-Apr,4-May,12-May,30-May,18-Jun,2-Jul,9-Jul,16-Jul,,,,,,,,
211,OH,,,18-Apr,28-Apr,6-May,24-May,1-Jun,11-Jun,21-Jun,6-Jul,,,,,,,,
211,OK,,,9-Apr,27-Apr,4-May,23-May,7-Jun,23-Jun,4-Jul,17-Jul,,,,,,,,
211,OR,,,13-Apr,29-Apr,9-May,21-May,30-May,10-Jun,27-Jun,9-Jul,,,,,,,,
211,PA,,,15-Apr,2-May,17-May,4-Jun,18-Jun,3-Jul,19-Jul,31-Jul,,,,,,,,
211,RI,,,16-Apr,2-May,13-May,23-May,8-Jun,21-Jun,10-Jul,21-Jul,,,,,,,,
211,SC,,,14-Apr,2-May,20-May,31-May,9-Jun,29-Jun,11-Jul,20-Jul,,,,,,,,
211,SD,,,14-Apr,23-Apr,8-May,22-May,8-Jun,19-Jun,3-Jul,11-Jul,,,,,,,,
211,TN,,,17-Apr,29-Apr,17-May,31-May,17-Jun,1-Jul,9-Jul,29-Jul,,,,,,,,
211,TX,,,18-Apr,27-Apr,6-May,25-May,1-Jun,10-Jun,22-Jun,1-Jul,,,,,,,,
211,UT,,,15-Apr,26-Apr,7-May,23-May,12-Jun,24-Jun,8-Jul,16-Jul,,,,,,,,
211,VT,,,21-Apr,29-Apr,13-May,25-May,12-Jun,22-Jun,2-Jul,20-Jul,,,,,,,,
211,VA,,,21-Apr,7-May,23-May,11-Jun,21-Jun,29-Jun,9-Jul,25-Jul,,,,,,,,
211,WA,,,21-Apr,2-May,18-May,6-Jun,26-Jun,3-Jul,14-Jul,30-Jul,,,,,,,,
211,WV,,,19-Apr,3-May,18-May,2-Jun,14-Jun,22-Jun,5-Jul,23-Jul,,,,,,,,
211,WI,,,12-Apr,27-Apr,6-May,15-May,28-May,6-Jun,23-Jun,6-Jul,,,,,,,,
211,WY,,,19-Apr,29-Apr,12-May,28-May,10-Jun,23-Jun,3-Jul,18-Jul,,,,,,,,
212,AL,,,16-Apr,1-May,11-May,25-May,5-Jun,21-Jun,2-Jul,16-Jul,,,,,,,,
212,AZ,,,16-Apr,6-May,19-May,31-May,9-Jun,27-Jun,8-Jul,19-Jul,,,,,,,,
212,AR,,,8-Apr,21-Apr,8-May,15-May,31-May,13-Jun,1-Jul,11-Jul,,,,,,,,
212,CA,,,13-Apr,21-Apr,10-May,27-May,4-Jun,16-Jun,6-Jul,16-Jul,,,,,,,,
212,CO,,,15-Apr,24-Apr,2-May,11-May,29-May,5-Jun,25-Jun,13-Jul,,,,,,,,
212,CT,,,21-Apr,6-May,14-May,1-Jun,20-Jun,9-Jul,28-Jul,13-Aug,,,,,,,,
212,DE,,,16-Apr,1-May,9-May,21-May,10-Jun,24-Jun,6-Jul,13-Jul,,,,,,,,
212,FL,,,12-Apr,30-Apr,11-May,30-May,7-Jun,15-Jun,29-Jun,16-Jul,,,,,,,,
212,GA,,,18-Apr,29-Apr,7-May,20-May,3-Jun,16-Jun,25-Jun,3-Jul,,,,,,,,
212,ID,,,9-Apr,29-Apr,15-May,1-Jun,17-Jun,5-Jul,22-Jul,31-Jul,,,,,,,,
212,IL,,,17-Apr,24-Apr,6-May,15-May,29-May,10-Jun,24-Jun,10-Jul,,,,,,,,
212,IN,,,9-Apr,16-Apr,23-Apr,2-May,15-May,1-Jun,15-Jun,3-Jul,,,,,,,,
212,IA,,,9-Apr,27-Apr,11-May,26-May,10-Jun,20-Jun,30-Jun,11-Jul,,,,,,,,
212,KS,,,15-Apr,30-Apr,18-May,27-May,6-Jun,16-Jun,30-Jun,9-Jul,,,,,,,,
212,KY,,,17-Apr,3-May,19-May,31-May,20-Jun,8-Jul,22-Jul,9-Aug,,,,,,,,
212,LA,,,13-Apr,29-Apr,14-May,26-May,2-Jun,19-Jun,1-Jul,17-Jul,,,,,,,,
212,ME,,,13-Apr,3-May,21-May,1-Jun,21-Jun,8-Jul,16-Jul,31-Jul,,,,,,,,
212,MD,,,15-Apr,25-Apr,13-May,30-May,16-Jun,27-Jun,8-Jul,18-Jul,,,,,,,,
212,MA,,,13-Apr,1-May,8-May,25-May,10-Jun,30-Jun,16-Jul,1-Aug,,,,,,,,
212,MI,,,10-Apr,18-Apr,30-Apr,14-May,2-Jun,14-Jun,27-Jun,17-Jul,,,,,,,,
212,MN,,,21-Apr,2-May,17-May,3-Jun,13-Jun,21-Jun,7-Jul,22-Jul,,,,,,,,
212,MS,,,8-Apr,25-Apr,14-May,1-Jun,13-Jun,22-Jun,4-Jul,24-Jul,,,,,,,,
212,MO,,,12-Apr,28-Apr,17-May,26-May,3-Jun,13-Jun,29-Jun,12-Jul,,,,,,,,
212,MT,,,11-Apr,19-Apr,28-Apr,7-May,25-May,2-Jun,11-Jun,28-Jun,,,,,,,,
212,NE,,,8-Apr,22-Apr,12-May,1-Jun,10-Jun,24-Jun,14-Jul,23-Jul,,,,,,,,
212,NV,,,13-Apr,21-Apr,28-Apr,6-May,22-May,29-May,11-Jun,18-Jun,,,,,,,,
212,NH,,,19-Apr,3-May,15-May,25-May,11-Jun,24-Jun,12-Jul,28-Jul,,,,,,,,
212,NJ,,,11-Apr,26-Apr,8-May,25-May,5-Jun,13-Jun,30-Jun,9-Jul,,,,,,,,
212,NM,,,15-Apr,2-May,14-May,24-May,6-Jun,18-Jun,7-Jul,25-Jul,,,,,,,,
212,NY,,,8-Apr,23-Apr,8-May,27-May,7-Jun,25-Jun,14-Jul,24-Jul,,,,,,,,
212,NC,,,19-Apr,5-May,20-May,28-May,6-Jun,18-Jun,3-Jul,19-Jul,,,,,,,,
212,ND,,,12-Apr,20-Apr,7-May,24-May,4-Jun,17-Jun,6-Jul,24-Jul,,,,,,,,
212,OH,,,10-Apr,22-Apr,6-May,18-May,30-May,8-Jun,22-Jun,9-Jul,,,,,,,,
212,OK,,,12-Apr,2-May,11-May,24-May,4-Jun,13-Jun,26-Jun,11-Jul,,,,,,,,
212,OR,,,11-Apr,27-Apr,12-May,1-Jun,13-Jun,2-Jul,20-Jul,7-Aug,,,,,,,,
