,cdl,cdl_desc,gen_class,gen_class_desc,label_group_desc,label_group_desc_corr,label_group,name,cintcp,covmax,amxdr,cfact_fal,cfact_cov,mannings_n,double_crop_a,double_crop_b,cultivated_cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b,Unnamed: 0,irrigation_flag,irrigation_type,irrigated_fraction,above_canopy_acres,below_canopy_acres,cultivated_gen,cn_fallow_A,cn_fallow_B,cn_fallow_C,cn_fallow_D,cn_ag_A,cn_ag_B,cn_ag_C,cn_ag_D
3036,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,IL,,,20-Apr,1-May,20-May,28-May,12-Jun,21-Jun,10-Jul,26-Jul,,,,,,,,,2912.0,1.0,under,0.556,7.0,97.0,1,43,65,76,82,43,65,76,82
3037,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,IN,,,21-Apr,7-May,18-May,4-Jun,14-Jun,21-Jun,8-Jul,15-Jul,,,,,,,,,2913.0,0.0,,0.332,76.0,306.0,1,43,65,76,82,43,65,76,82
3038,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,IA,,,12-Apr,26-Apr,6-May,13-May,28-May,4-Jun,21-Jun,2-Jul,,,,,,,,,2914.0,1.0,under,0.7340000000000001,133.0,134.0,1,43,65,76,82,43,65,76,82
3039,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,KS,,,13-Apr,1-May,14-May,30-May,13-Jun,25-Jun,10-Jul,21-Jul,,,,,,,,,2915.0,1.0,over,0.926,1685.0,1158.0,1,43,65,76,82,43,65,76,82
3040,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,KY,,,18-Apr,5-May,23-May,31-May,11-Jun,28-Jun,17-Jul,28-Jul,,,,,,,,,2916.0,0.0,,0.297,57.0,60.0,1,43,65,76,82,43,65,76,82
3041,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,LA,,,9-Apr,28-Apr,14-May,24-May,11-Jun,21-Jun,3-Jul,22-Jul,,,,,,,,,2917.0,0.0,,0.388,340.0,857.0,1,43,65,76,82,43,65,76,82
3042,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,ME,,,13-Apr,3-May,13-May,29-May,13-Jun,3-Jul,19-Jul,27-Jul,,,,,,,,,2918.0,0.0,,0.046,46.0,98.0,1,43,65,76,82,43,65,76,82
3043,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MD,,,16-Apr,24-Apr,9-May,20-May,2-Jun,20-Jun,29-Jun,14-Jul,,,,,,,,,2919.0,1.0,under,0.626,207.0,1768.0,1,43,65,76,82,43,65,76,82
3044,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MA,,,16-Apr,3-May,12-May,27-May,5-Jun,19-Jun,28-Jun,5-Jul,,,,,,,,,2920.0,1.0,under,0.615,94.0,951.0,1,43,65,76,82,43,65,76,82
3045,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MI,,,15-Apr,23-Apr,13-May,1-Jun,14-Jun,4-Jul,12-Jul,22-Jul,,,,,,,,,2921.0,0.0,,0.303,2358.0,16168.0,1,43,65,76,82,43,65,76,82
3046,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MN,,,8-Apr,19-Apr,8-May,19-May,3-Jun,15-Jun,2-Jul,12-Jul,,,,,,,,,2922.0,1.0,under,0.684,30.0,116.0,1,43,65,76,82,43,65,76,82
3047,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MS,,,13-Apr,1-May,14-May,1-Jun,9-Jun,27-Jun,16-Jul,2-Aug,,,,,,,,,2923.0,1.0,under,0.545,0.0,1204.0,1,43,65,76,82,43,65,76,82
3048,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MO,,,19-Apr,7-May,26-May,7-Jun,25-Jun,7-Jul,16-Jul,2-Aug,,,,,,,,,2924.0,0.0,,0.09,2.0,361.0,1,43,65,76,82,43,65,76,82
3049,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,MT,,,18-Apr,27-Apr,8-May,23-May,1-Jun,16-Jun,2-Jul,21-Jul,,,,,,,,,2925.0,1.0,under,1.0,354.0,542.0,1,43,65,76,82,43,65,76,82
3050,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NE,,,17-Apr,27-Apr,6-May,23-May,7-Jun,22-Jun,5-Jul,23-Jul,,,,,,,,,2926.0,1.0,under,0.579,0.0,33.0,1,43,65,76,82,43,65,76,82
3051,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NV,,,15-Apr,27-Apr,9-May,29-May,8-Jun,19-Jun,29-Jun,12-Jul,,,,,,,,,2927.0,1.0,under,1.0,6.0,1197.0,1,43,65,76,82,43,65,76,82
3052,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NH,,,15-Apr,4-May,15-May,3-Jun,22-Jun,7-Jul,15-Jul,26-Jul,,,,,,,,,2928.0,1.0,under,0.696,17.0,597.0,1,43,65,76,82,43,65,76,82
3053,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NJ,,,15-Apr,22-Apr,1-May,18-May,7-Jun,14-Jun,23-Jun,2-Jul,,,,,,,,,2929.0,1.0,under,0.6990000000000001,185.0,2486.0,1,43,65,76,82,43,65,76,82
3054,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NM,,,17-Apr,2-May,19-May,29-May,6-Jun,21-Jun,2-Jul,18-Jul,,,,,,,,,2930.0,1.0,under,1.0,5111.0,40307.0,1,43,65,76,82,43,65,76,82
3055,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NY,,,9-Apr,28-Apr,14-May,27-May,13-Jun,22-Jun,30-Jun,13-Jul,,,,,,,,,2931.0,1.0,under,0.483,1502.0,5437.0,1,43,65,76,82,43,65,76,82
3056,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,NC,,,8-Apr,27-Apr,4-May,22-May,3-Jun,18-Jun,29-Jun,7-Jul,,,,,,,,,2932.0,1.0,over,0.787,998.0,207.0,1,43,65,76,82,43,65,76,82
3057,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,ND,,,9-Apr,24-Apr,7-May,17-May,1-Jun,18-Jun,1-Jul,10-Jul,,,,,,,,,2933.0,1.0,under,1.0,0.0,21.0,1,43,65,76,82,43,65,76,82
3058,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,OH,,,11-Apr,23-Apr,12-May,26-May,14-Jun,23-Jun,6-Jul,25-Jul,,,,,,,,,2934.0,0.0,,0.234,177.0,253.0,1,43,65,76,82,43,65,76,82
3059,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,OK,,,18-Apr,25-Apr,10-May,20-May,6-Jun,25-Jun,8-Jul,25-Jul,,,,,,,,,2935.0,1.0,under,0.897,326.0,1774.0,1,43,65,76,82,43,65,76,82
3060,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,OR,,,8-Apr,25-Apr,11-May,27-May,9-Jun,17-Jun,7-Jul,20-Jul,,,,,,,,,2936.0,1.0,over,0.857,25884.0,16814.0,1,43,65,76,82,43,65,76,82
3061,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,PA,,,10-Apr,21-Apr,3-May,18-May,31-May,10-Jun,23-Jun,10-Jul,,,,,,,,,2937.0,0.0,,0.149,185.0,2576.0,1,43,65,76,82,43,65,76,82
3062,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,RI,,,8-Apr,17-Apr,3-May,11-May,30-May,9-Jun,20-Jun,10-Jul,,,,,,,,,2938.0,1.0,under,0.8109999999999999,3.0,49.0,1,43,65,76,82,43,65,76,82
3063,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,SC,,,17-Apr,2-May,16-May,31-May,19-Jun,7-Jul,14-Jul,2-Aug,,,,,,,,,2939.0,1.0,under,0.996,204.0,10249.0,1,43,65,76,82,43,65,76,82
3064,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,SD,,,13-Apr,29-Apr,12-May,27-May,6-Jun,15-Jun,27-Jun,15-Jul,,,,,,,,,2940.0,1.0,over,0.404,21.0,0.0,1,43,65,76,82,43,65,76,82
3065,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,TN,,,12-Apr,19-Apr,6-May,19-May,4-Jun,23-Jun,1-Jul,19-Jul,,,,,,,,,2941.0,1.0,over,0.932,340.0,280.0,1,43,65,76,82,43,65,76,82
3066,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,TX,,,21-Apr,1-May,10-May,29-May,8-Jun,28-Jun,11-Jul,30-Jul,,,,,,,,,2942.0,1.0,under,0.976,1370.0,46724.0,1,43,65,76,82,43,65,76,82
3067,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,UT,,,14-Apr,23-Apr,3-May,22-May,6-Jun,16-Jun,24-Jun,5-Jul,,,,,,,,,2943.0,1.0,under,1.0,3009.0,3339.0,1,43,65,76,82,43,65,76,82
3068,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,VT,,,17-Apr,30-Apr,11-May,24-May,12-Jun,20-Jun,8-Jul,24-Jul,,,,,,,,,2944.0,0.0,,0.189,29.0,103.0,1,43,65,76,82,43,65,76,82
3069,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,VA,,,9-Apr,28-Apr,9-May,29-May,15-Jun,3-Jul,12-Jul,29-Jul,,,,,,,,,2945.0,1.0,under,0.743,43.0,1099.0,1,43,65,76,82,43,65,76,82
3070,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,WA,,,20-Apr,30-Apr,9-May,20-May,27-May,16-Jun,23-Jun,3-Jul,,,,,,,,,2946.0,1.0,under,0.996,97733.0,150441.0,1,43,65,76,82,43,65,76,82
3071,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,WV,,,12-Apr,2-May,9-May,16-May,25-May,4-Jun,11-Jun,1-Jul,,,,,,,,,2947.0,0.0,,0.35700000000000004,5.0,30.0,1,43,65,76,82,43,65,76,82
3072,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,WI,,,8-Apr,27-Apr,8-May,27-May,11-Jun,27-Jun,14-Jul,25-Jul,,,,,,,,,2948.0,1.0,under,0.578,353.0,502.0,1,43,65,76,82,43,65,76,82
3073,77,Pears,70,Orchards and grapes,Pome Fruit,Pome Fruit,11-10',Pears,0.25,70.0,55.0,0.273,0.057999999999999996,0.013999999999999999,,,1.0,WY,,,11-Apr,27-Apr,7-May,26-May,3-Jun,10-Jun,19-Jun,9-Jul,,,,,,,,,2949.0,1.0,over,1.0,1.0,0.0,1,43,65,76,82,43,65,76,82
3074,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,AL,,,10-Apr,26-Apr,13-May,2-Jun,17-Jun,4-Jul,16-Jul,5-Aug,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3075,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,AZ,,,10-Apr,26-Apr,14-May,31-May,18-Jun,7-Jul,20-Jul,29-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3076,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,AR,,,8-Apr,22-Apr,8-May,28-May,9-Jun,19-Jun,29-Jun,17-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3077,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,CA,,,19-Apr,27-Apr,5-May,13-May,30-May,14-Jun,22-Jun,1-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3078,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,CO,,,17-Apr,5-May,21-May,6-Jun,23-Jun,12-Jul,19-Jul,30-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3079,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,CT,,,9-Apr,20-Apr,3-May,21-May,4-Jun,11-Jun,26-Jun,16-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3080,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,DE,,,17-Apr,6-May,26-May,11-Jun,18-Jun,5-Jul,25-Jul,9-Aug,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3081,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,FL,,,19-Apr,5-May,21-May,31-May,15-Jun,5-Jul,21-Jul,31-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3082,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,GA,,,15-Apr,26-Apr,10-May,26-May,2-Jun,10-Jun,21-Jun,30-Jun,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3083,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,ID,,,10-Apr,24-Apr,14-May,3-Jun,17-Jun,25-Jun,8-Jul,23-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3084,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,IL,,,12-Apr,22-Apr,29-Apr,12-May,1-Jun,17-Jun,5-Jul,19-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3085,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,IN,,,19-Apr,6-May,14-May,25-May,6-Jun,23-Jun,1-Jul,10-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3086,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,IA,,,16-Apr,24-Apr,9-May,18-May,25-May,2-Jun,17-Jun,30-Jun,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3087,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,KS,,,20-Apr,27-Apr,14-May,1-Jun,13-Jun,25-Jun,9-Jul,21-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3088,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,KY,,,10-Apr,30-Apr,9-May,28-May,14-Jun,24-Jun,3-Jul,10-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3089,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,LA,,,9-Apr,29-Apr,12-May,24-May,7-Jun,16-Jun,27-Jun,14-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3090,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,ME,,,12-Apr,24-Apr,12-May,28-May,4-Jun,23-Jun,8-Jul,25-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3091,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MD,,,8-Apr,19-Apr,3-May,22-May,10-Jun,19-Jun,4-Jul,17-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3092,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MA,,,17-Apr,29-Apr,8-May,21-May,5-Jun,16-Jun,25-Jun,9-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3093,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MI,,,20-Apr,8-May,26-May,12-Jun,22-Jun,7-Jul,26-Jul,13-Aug,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3094,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MN,,,8-Apr,27-Apr,13-May,23-May,31-May,17-Jun,29-Jun,19-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3095,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MS,,,8-Apr,23-Apr,2-May,16-May,26-May,9-Jun,21-Jun,8-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3096,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MO,,,14-Apr,26-Apr,3-May,19-May,8-Jun,22-Jun,9-Jul,18-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3097,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,MT,,,16-Apr,6-May,16-May,26-May,15-Jun,5-Jul,21-Jul,3-Aug,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3098,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NE,,,9-Apr,26-Apr,11-May,19-May,7-Jun,25-Jun,15-Jul,26-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3099,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NV,,,8-Apr,17-Apr,24-Apr,14-May,26-May,11-Jun,18-Jun,6-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3100,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NH,,,12-Apr,21-Apr,28-Apr,7-May,26-May,3-Jun,21-Jun,2-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3101,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NJ,,,15-Apr,23-Apr,8-May,19-May,4-Jun,21-Jun,28-Jun,18-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3102,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NM,,,21-Apr,4-May,16-May,25-May,12-Jun,25-Jun,14-Jul,23-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3103,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NY,,,19-Apr,6-May,20-May,8-Jun,23-Jun,1-Jul,8-Jul,15-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3104,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,NC,,,8-Apr,17-Apr,1-May,17-May,5-Jun,24-Jun,10-Jul,29-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3105,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,ND,,,19-Apr,5-May,19-May,2-Jun,14-Jun,23-Jun,9-Jul,24-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3106,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,OH,,,12-Apr,19-Apr,5-May,21-May,3-Jun,16-Jun,24-Jun,14-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3107,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,OK,,,12-Apr,30-Apr,18-May,25-May,10-Jun,25-Jun,10-Jul,22-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3108,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,OR,,,15-Apr,25-Apr,10-May,30-May,19-Jun,28-Jun,5-Jul,25-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3109,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,PA,,,13-Apr,1-May,13-May,23-May,1-Jun,18-Jun,8-Jul,27-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3110,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,RI,,,16-Apr,24-Apr,3-May,11-May,31-May,9-Jun,26-Jun,11-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3111,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,SC,,,15-Apr,3-May,12-May,1-Jun,21-Jun,3-Jul,13-Jul,21-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3112,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,SD,,,10-Apr,17-Apr,26-Apr,13-May,22-May,8-Jun,23-Jun,1-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3113,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,TN,,,20-Apr,9-May,29-May,12-Jun,1-Jul,16-Jul,3-Aug,14-Aug,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3114,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,TX,,,10-Apr,22-Apr,3-May,12-May,31-May,19-Jun,5-Jul,25-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3115,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,UT,,,10-Apr,22-Apr,12-May,25-May,3-Jun,12-Jun,20-Jun,10-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
3116,81,Clouds/No Data,200,Miscellaneous land,,,,Clouds/No Data,0.0,0.0,0.0,1.0,1.0,0.011000000000000001,,,0.0,VT,,,13-Apr,23-Apr,4-May,11-May,21-May,5-Jun,21-Jun,3-Jul,,,,,,,,,,,,,,,0,77,86,91,94,77,86,91,94
